shipment_id,truck_id,origin_port,border,destination,depart_time,border_arrival_time,border_exit_time,arrival_time,goods_category,weight_kg,declared_value_usd,fuel_price_usd_per_litre,rainfall_indicator,delay_reason
SHP00251,TRK377,Mombasa,Malaba,Kampala,2024-01-12 02:00:00,2024-01-12 14:06:23.660859,2024-01-12 14:55:11.861629,2024-01-12 20:02:29.233027,Construction Materials,26270.2,21621.2,1.56,1,None
SHP00252,TRK116,Mombasa,Malaba,Kampala,2024-02-23 18:00:00,2024-02-24 02:51:54.537724,2024-02-24 06:53:33.497969,2024-02-24 14:10:31.444646,Textiles,6584.66,5622.35,1.18,0,None
SHP00253,TRK680,Mombasa,Malaba,Kampala,2024-04-09 21:00:00,2024-04-10 10:22:44.956567,2024-04-10 18:42:17.448921,2024-04-11 00:01:54.358612,Textiles,9657.71,13070.25,1.44,0,None
SHP00254,TRK612,Mombasa,Malaba,Kampala,2024-03-29 01:00:00,2024-03-29 09:35:10.013007,2024-03-29 23:55:04.391829,2024-03-30 04:50:47.265492,Fuel,26811.85,35882.4,1.58,1,System Downtime
SHP00255,TRK130,Mombasa,Malaba,Kampala,2024-06-11 08:00:00,2024-06-11 20:42:04.639802,2024-06-11 22:02:04.634120,2024-06-12 03:50:12.556925,Electronics,10337.17,15079.86,1.32,1,None
SHP00256,TRK187,Mombasa,Malaba,Kampala,2024-06-07 09:00:00,2024-06-07 21:47:17.991754,2024-06-07 22:40:02.273731,2024-06-08 05:31:11.036602,Fuel,25359.44,27033.16,1.49,0,None
SHP00257,TRK857,Mombasa,Malaba,Kampala,2024-04-09 10:00:00,2024-04-09 20:09:51.124927,2024-04-10 00:57:07.692665,2024-04-10 05:19:05.586838,Food,16671.04,22221.54,1.15,0,None
SHP00258,TRK291,Mombasa,Malaba,Kampala,2024-04-20 14:00:00,2024-04-21 01:20:30.876696,2024-04-21 01:50:54.595426,2024-04-21 07:53:53.743643,Fuel,20525.24,21505.11,1.15,1,None
SHP00259,TRK984,Mombasa,Malaba,Kampala,2024-04-08 00:00:00,2024-04-08 09:45:03.902788,2024-04-08 14:24:49.698506,2024-04-08 19:57:54.012161,Fuel,34496.88,41109.09,1.6,0,None
SHP00260,TRK685,Mombasa,Malaba,Kampala,2024-05-13 05:00:00,2024-05-13 17:06:42.825423,2024-05-13 23:40:13.294206,2024-05-14 04:20:54.119338,Food,14516.97,16624.64,1.13,1,None
SHP00261,TRK382,Mombasa,Malaba,Kampala,2024-04-17 09:00:00,2024-04-17 19:54:19.396381,2024-04-17 22:04:37.794973,2024-04-18 02:23:05.462577,Food,24163.33,31524.2,1.35,0,None
SHP00262,TRK568,Mombasa,Malaba,Kampala,2024-01-28 04:00:00,2024-01-28 13:49:40.612708,2024-01-28 18:35:20.761261,2024-01-29 02:23:03.819119,Food,22624.2,24115.65,1.53,1,None
SHP00263,TRK442,Mombasa,Malaba,Kampala,2024-04-20 20:00:00,2024-04-21 09:50:43.268132,2024-04-21 19:31:54.823035,2024-04-22 00:04:35.015426,Food,19048.17,24509.37,1.34,0,None
SHP00264,TRK507,Mombasa,Malaba,Kampala,2024-03-22 09:00:00,2024-03-22 21:24:33.286294,2024-03-23 00:37:26.070326,2024-03-23 07:09:19.865778,Construction Materials,30639.49,31501.08,1.24,1,None
SHP00265,TRK473,Mombasa,Malaba,Kampala,2024-01-30 18:00:00,2024-01-31 03:11:55.681052,2024-01-31 05:42:49.556467,2024-01-31 13:42:10.171398,Electronics,15225.69,18043.5,1.58,1,None
SHP00266,TRK825,Mombasa,Malaba,Kampala,2024-02-23 14:00:00,2024-02-24 02:47:10.007254,2024-02-24 07:22:58.570672,2024-02-24 14:42:29.028717,Fuel,36379.31,49365.26,1.3,1,None
SHP00267,TRK242,Mombasa,Malaba,Kampala,2024-06-11 09:00:00,2024-06-11 18:27:07.657222,2024-06-11 20:25:07.993622,2024-06-12 03:03:12.740369,Pharmaceuticals,4538.77,4828.77,1.32,1,None
SHP00268,TRK696,Mombasa,Malaba,Kampala,2024-04-12 17:00:00,2024-04-13 04:02:22.833089,2024-04-13 21:09:42.861084,2024-04-14 04:50:36.508540,Pharmaceuticals,4509.8,3723.9,1.58,0,Customs Inspection
SHP00269,TRK887,Mombasa,Malaba,Kampala,2024-03-04 21:00:00,2024-03-05 08:59:17.387963,2024-03-05 14:07:33.548753,2024-03-05 18:47:28.823056,Construction Materials,15885.93,23646.62,1.44,1,None
SHP00270,TRK870,Mombasa,Malaba,Kampala,2024-03-25 13:00:00,2024-03-25 21:38:08.402315,2024-03-26 00:23:08.778594,2024-03-26 04:46:48.713038,Electronics,12660.14,14725.75,1.39,0,None
SHP00271,TRK556,Mombasa,Malaba,Kampala,2024-04-05 12:00:00,2024-04-05 22:46:42.165305,2024-04-06 04:39:13.501894,2024-04-06 11:22:19.100915,Pharmaceuticals,5002.79,5210.29,1.11,0,None
SHP00272,TRK402,Mombasa,Malaba,Kampala,2024-04-16 02:00:00,2024-04-16 10:41:47.097700,2024-04-16 15:16:25.921093,2024-04-16 23:02:11.657770,Electronics,10224.93,10635.43,1.49,1,None
SHP00273,TRK456,Mombasa,Malaba,Kampala,2024-05-01 03:00:00,2024-05-01 13:37:44.384267,2024-05-01 17:49:15.898837,2024-05-02 00:36:29.289861,Food,11007.62,9150.39,1.46,0,None
SHP00274,TRK969,Mombasa,Malaba,Kampala,2024-03-28 20:00:00,2024-03-29 04:39:22.233927,2024-03-29 07:52:12.488790,2024-03-29 15:04:13.210601,Pharmaceuticals,3463.48,3193.73,1.18,1,None
SHP00275,TRK573,Mombasa,Malaba,Kampala,2024-02-29 12:00:00,2024-02-29 23:46:42.822888,2024-03-01 02:51:48.823715,2024-03-01 07:36:32.795439,Pharmaceuticals,4592.81,3768.1,1.41,0,None
SHP00276,TRK560,Mombasa,Malaba,Kampala,2024-05-31 13:00:00,2024-05-31 23:19:58.852856,2024-06-01 00:27:40.032894,2024-06-01 07:16:48.225764,Electronics,9175.17,11860.12,1.5,0,None
SHP00277,TRK918,Mombasa,Malaba,Kampala,2024-05-17 05:00:00,2024-05-17 15:11:41.129435,2024-05-18 03:34:36.408809,2024-05-18 08:21:54.278371,Fuel,25247.07,35442.99,1.36,1,Weather Disruption
SHP00278,TRK497,Mombasa,Malaba,Kampala,2024-06-05 12:00:00,2024-06-05 23:31:19.301835,2024-06-06 07:06:14.173267,2024-06-06 12:29:44.288046,Textiles,7120.75,6556.57,1.44,1,None
SHP00279,TRK729,Mombasa,Malaba,Kampala,2024-05-31 02:00:00,2024-05-31 14:01:57.577765,2024-05-31 20:20:15.356257,2024-06-01 01:35:25.230983,Electronics,9580.7,8892.15,1.45,1,None
SHP00280,TRK528,Mombasa,Malaba,Kampala,2024-06-01 04:00:00,2024-06-01 15:26:55.810569,2024-06-01 19:58:10.546796,2024-06-02 01:39:42.305258,Machinery,21981.04,28254.5,1.42,0,None
SHP00281,TRK668,Mombasa,Malaba,Kampala,2024-02-12 15:00:00,2024-02-13 00:43:58.831119,2024-02-13 02:52:12.663376,2024-02-13 07:37:06.882927,Textiles,7059.01,5912.12,1.28,0,None
SHP00282,TRK596,Mombasa,Malaba,Kampala,2024-02-04 06:00:00,2024-02-04 18:53:28.664318,2024-02-04 21:29:48.439823,2024-02-05 05:21:07.578711,Construction Materials,28061.4,30485.74,1.35,1,None
SHP00283,TRK600,Mombasa,Malaba,Kampala,2024-02-12 02:00:00,2024-02-12 13:23:32.592464,2024-02-12 14:39:33.190802,2024-02-12 21:50:33.875612,Electronics,9381.35,9310.02,1.37,0,None
SHP00284,TRK899,Mombasa,Malaba,Kampala,2024-04-27 18:00:00,2024-04-28 06:27:18.394242,2024-04-28 09:20:44.649347,2024-04-28 16:24:33.890938,Construction Materials,25216.12,30282.03,1.23,1,None
SHP00285,TRK655,Mombasa,Malaba,Kampala,2024-01-11 23:00:00,2024-01-12 09:38:53.518122,2024-01-12 11:31:12.873142,2024-01-12 16:23:39.877006,Machinery,10253.16,14160.12,1.48,1,None
SHP00286,TRK995,Mombasa,Malaba,Kampala,2024-01-09 14:00:00,2024-01-09 23:34:36.808854,2024-01-10 14:22:15.351458,2024-01-10 21:49:11.026065,Fuel,28781.4,43050.37,1.49,0,Documentation Issues
SHP00287,TRK930,Mombasa,Malaba,Kampala,2024-05-30 22:00:00,2024-05-31 08:06:13.626168,2024-05-31 17:21:16.668196,2024-06-01 00:11:51.525213,Pharmaceuticals,4569.0,5625.84,1.49,0,None
SHP00288,TRK924,Mombasa,Malaba,Kampala,2024-01-16 18:00:00,2024-01-17 04:06:17.614345,2024-01-17 09:24:38.033116,2024-01-17 14:32:05.657387,Construction Materials,18367.55,27281.32,1.25,1,None
SHP00289,TRK978,Mombasa,Malaba,Kampala,2024-05-11 21:00:00,2024-05-12 09:53:27.907567,2024-05-12 12:14:31.804641,2024-05-12 16:47:04.284894,Textiles,10071.22,14534.16,1.6,0,None
SHP00290,TRK818,Mombasa,Malaba,Kampala,2024-02-03 07:00:00,2024-02-03 15:52:38.858378,2024-02-03 17:50:24.206320,2024-02-03 23:07:42.398967,Electronics,16422.1,20911.31,1.34,1,None
SHP00291,TRK742,Mombasa,Malaba,Kampala,2024-04-16 12:00:00,2024-04-16 22:42:43.021207,2024-04-17 03:00:37.465654,2024-04-17 09:32:41.705446,Textiles,3837.85,4455.47,1.24,1,None
SHP00292,TRK565,Mombasa,Malaba,Kampala,2024-05-04 10:00:00,2024-05-04 21:29:30.239765,2024-05-05 07:00:17.950504,2024-05-05 14:28:50.222289,Textiles,9594.52,12584.67,1.33,1,None
SHP00293,TRK970,Mombasa,Malaba,Kampala,2024-01-17 17:00:00,2024-01-18 03:23:10.662753,2024-01-18 04:41:24.776859,2024-01-18 12:33:45.828412,Textiles,4906.66,4847.66,1.51,1,None
SHP00294,TRK660,Mombasa,Malaba,Kampala,2024-05-27 04:00:00,2024-05-27 15:23:48.669596,2024-05-27 22:54:34.249765,2024-05-28 04:51:03.115583,Food,23412.32,31222.15,1.12,1,None
SHP00295,TRK116,Mombasa,Malaba,Kampala,2024-02-01 05:00:00,2024-02-01 15:38:51.776496,2024-02-01 18:31:38.702958,2024-02-01 22:31:48.436372,Machinery,12451.0,15962.36,1.17,1,None
SHP00296,TRK262,Mombasa,Malaba,Kampala,2024-03-11 02:00:00,2024-03-11 13:55:39.100031,2024-03-11 17:16:05.671119,2024-03-11 22:16:11.276730,Food,19967.63,25044.16,1.13,1,None
SHP00297,TRK843,Mombasa,Malaba,Kampala,2024-06-28 07:00:00,2024-06-28 17:34:31.388320,2024-06-28 22:45:56.423814,2024-06-29 03:07:49.692110,Fuel,20021.73,22699.93,1.17,0,None
SHP00298,TRK631,Mombasa,Malaba,Kampala,2024-06-23 14:00:00,2024-06-23 22:03:20.598068,2024-06-24 00:28:42.826929,2024-06-24 07:15:39.425274,Textiles,4085.34,5728.62,1.45,1,None
SHP00299,TRK172,Mombasa,Malaba,Kampala,2024-02-28 12:00:00,2024-02-28 20:32:09.551349,2024-02-29 00:39:59.279921,2024-02-29 07:53:25.058328,Fuel,26267.03,37212.3,1.17,0,None
SHP00300,TRK756,Mombasa,Malaba,Kampala,2024-06-22 04:00:00,2024-06-22 12:24:37.690722,2024-06-22 14:39:17.369866,2024-06-22 20:54:28.763354,Construction Materials,28000.4,31026.39,1.46,0,None
SHP00301,TRK521,Mombasa,Malaba,Kampala,2024-06-06 21:00:00,2024-06-07 07:39:15.491580,2024-06-07 10:44:11.864174,2024-06-07 15:36:20.187536,Fuel,22800.26,20205.82,1.47,1,None
SHP00302,TRK539,Mombasa,Malaba,Kampala,2024-03-21 04:00:00,2024-03-21 13:29:12.185699,2024-03-21 22:01:12.178765,2024-03-22 04:35:54.714947,Electronics,13300.95,16227.23,1.4,0,None
SHP00303,TRK968,Mombasa,Malaba,Kampala,2024-06-17 09:00:00,2024-06-17 18:13:57.627512,2024-06-17 23:37:38.416563,2024-06-18 06:03:18.163486,Electronics,16217.65,16329.22,1.13,0,None
SHP00304,TRK606,Mombasa,Malaba,Kampala,2024-04-08 03:00:00,2024-04-08 12:26:47.365921,2024-04-08 20:57:27.698441,2024-04-09 03:30:36.083991,Fuel,30565.73,45371.4,1.59,1,None
SHP00305,TRK235,Mombasa,Malaba,Kampala,2024-04-09 18:00:00,2024-04-10 04:31:30.652340,2024-04-10 07:22:22.370447,2024-04-10 13:33:29.900032,Electronics,16440.89,24137.15,1.49,0,None
SHP00306,TRK701,Mombasa,Malaba,Kampala,2024-01-18 00:00:00,2024-01-18 09:34:23.201987,2024-01-18 17:07:28.570060,2024-01-18 21:17:02.076872,Fuel,38973.6,42036.24,1.24,1,None
SHP00307,TRK533,Mombasa,Malaba,Kampala,2024-06-28 12:00:00,2024-06-28 20:29:40.440738,2024-06-28 21:28:08.286651,2024-06-29 03:36:54.820002,Construction Materials,18053.61,15499.35,1.14,0,None
SHP00308,TRK927,Mombasa,Malaba,Kampala,2024-02-09 17:00:00,2024-02-10 02:57:37.806400,2024-02-10 08:08:56.600543,2024-02-10 14:29:41.295690,Textiles,10510.74,13419.47,1.13,1,None
SHP00309,TRK847,Mombasa,Malaba,Kampala,2024-03-02 01:00:00,2024-03-02 10:28:00.762680,2024-03-02 18:22:13.260143,2024-03-03 02:04:07.899806,Fuel,29067.44,35641.99,1.25,0,None
SHP00310,TRK222,Mombasa,Malaba,Kampala,2024-01-04 22:00:00,2024-01-05 06:49:23.774824,2024-01-05 07:45:14.777823,2024-01-05 11:47:58.226508,Machinery,28966.36,33777.78,1.49,1,None
SHP00311,TRK270,Mombasa,Malaba,Kampala,2024-04-05 04:00:00,2024-04-05 16:29:55.169896,2024-04-05 19:22:30.581053,2024-04-06 02:52:08.405865,Pharmaceuticals,7318.49,9806.79,1.11,1,None
SHP00312,TRK378,Mombasa,Malaba,Kampala,2024-05-14 02:00:00,2024-05-14 11:34:39.712458,2024-05-14 16:45:48.700687,2024-05-15 00:39:49.429151,Pharmaceuticals,2462.42,2754.56,1.28,1,None
SHP00313,TRK979,Mombasa,Malaba,Kampala,2024-05-25 05:00:00,2024-05-25 15:12:22.056002,2024-05-26 01:12:13.710656,2024-05-26 06:13:27.382223,Fuel,37885.37,48185.81,1.16,0,None
SHP00314,TRK145,Mombasa,Malaba,Kampala,2024-01-04 07:00:00,2024-01-04 15:16:33.201046,2024-01-04 18:21:28.356337,2024-01-04 23:48:49.617884,Electronics,7684.41,11313.29,1.12,1,None
SHP00315,TRK329,Mombasa,Malaba,Kampala,2024-03-23 07:00:00,2024-03-23 17:29:51.142528,2024-03-24 00:50:34.634078,2024-03-24 07:43:26.780147,Food,22389.95,26869.62,1.16,0,None
SHP00316,TRK283,Mombasa,Malaba,Kampala,2024-02-27 16:00:00,2024-02-28 05:53:18.539461,2024-02-28 18:48:27.388343,2024-02-29 02:37:26.131810,Fuel,37539.82,52789.34,1.49,1,System Downtime
SHP00317,TRK188,Mombasa,Malaba,Kampala,2024-05-21 14:00:00,2024-05-21 22:02:52.134149,2024-05-22 05:37:56.487212,2024-05-22 10:26:06.151822,Construction Materials,30690.14,40440.5,1.22,1,None
SHP00318,TRK705,Mombasa,Malaba,Kampala,2024-05-06 06:00:00,2024-05-06 18:23:41.208074,2024-05-06 22:38:56.024111,2024-05-07 04:50:06.477205,Textiles,5206.14,4188.15,1.31,0,None
SHP00319,TRK654,Mombasa,Malaba,Kampala,2024-03-29 20:00:00,2024-03-30 09:02:14.798549,2024-03-30 15:37:01.326838,2024-03-30 23:07:32.986883,Food,10021.93,12628.76,1.52,1,None
SHP00320,TRK206,Mombasa,Malaba,Kampala,2024-02-22 16:00:00,2024-02-23 05:53:55.300025,2024-02-23 08:54:19.097180,2024-02-23 14:35:04.445305,Fuel,39451.18,35492.71,1.24,0,None
SHP00321,TRK337,Mombasa,Malaba,Kampala,2024-05-13 13:00:00,2024-05-14 01:12:18.293249,2024-05-14 06:32:52.785352,2024-05-14 12:02:16.669779,Pharmaceuticals,2509.41,2175.42,1.17,1,None
SHP00322,TRK176,Mombasa,Malaba,Kampala,2024-05-31 18:00:00,2024-06-01 02:22:25.309852,2024-06-01 06:47:40.821083,2024-06-01 13:26:40.013648,Electronics,8551.58,8403.58,1.26,1,None
SHP00323,TRK817,Mombasa,Malaba,Kampala,2024-03-24 10:00:00,2024-03-24 20:42:59.569610,2024-03-25 03:08:28.909885,2024-03-25 08:04:32.911549,Electronics,7041.68,9429.53,1.15,0,None
SHP00324,TRK268,Mombasa,Malaba,Kampala,2024-04-25 14:00:00,2024-04-25 23:53:03.119017,2024-04-26 03:27:09.490020,2024-04-26 07:56:08.099034,Food,24469.52,23132.15,1.25,1,None
SHP00325,TRK972,Mombasa,Malaba,Kampala,2024-01-31 02:00:00,2024-01-31 10:56:44.492145,2024-01-31 17:38:03.384774,2024-02-01 00:22:42.574512,Textiles,9342.34,11419.25,1.21,1,None
SHP00326,TRK251,Mombasa,Malaba,Kampala,2024-01-24 22:00:00,2024-01-25 07:29:21.525852,2024-01-25 11:01:46.752104,2024-01-25 16:27:09.447783,Construction Materials,15979.01,16125.83,1.51,0,None
SHP00327,TRK131,Mombasa,Malaba,Kampala,2024-04-13 14:00:00,2024-04-14 01:20:08.601249,2024-04-14 10:31:31.178234,2024-04-14 16:43:32.919079,Fuel,29240.86,39847.33,1.17,0,None
SHP00328,TRK163,Mombasa,Malaba,Kampala,2024-02-26 04:00:00,2024-02-26 13:11:19.673560,2024-02-26 17:01:45.924051,2024-02-26 22:37:54.302110,Pharmaceuticals,5781.79,7234.64,1.39,1,None
SHP00329,TRK932,Mombasa,Malaba,Kampala,2024-01-20 00:00:00,2024-01-20 13:58:58.686804,2024-01-20 14:30:52.694024,2024-01-20 19:18:20.298872,Pharmaceuticals,4660.59,4148.64,1.55,1,None
SHP00330,TRK225,Mombasa,Malaba,Kampala,2024-01-11 14:00:00,2024-01-11 22:18:13.774340,2024-01-12 00:19:39.329833,2024-01-12 08:01:26.826681,Machinery,26077.08,28071.95,1.11,1,None
SHP00331,TRK276,Mombasa,Malaba,Kampala,2024-03-31 06:00:00,2024-03-31 19:26:59.371063,2024-04-01 00:31:17.396924,2024-04-01 05:37:17.134398,Machinery,27435.32,22613.69,1.41,0,None
SHP00332,TRK762,Mombasa,Malaba,Kampala,2024-03-16 15:00:00,2024-03-17 01:28:19.031656,2024-03-17 16:10:50.566887,2024-03-17 22:23:00.483666,Fuel,21754.43,23236.14,1.31,0,Truck Breakdown
SHP00333,TRK921,Mombasa,Malaba,Kampala,2024-05-19 00:00:00,2024-05-19 13:56:11.118100,2024-05-19 22:53:08.574899,2024-05-20 06:00:48.161942,Food,17195.27,23162.11,1.27,1,None
SHP00334,TRK497,Mombasa,Malaba,Kampala,2024-03-10 05:00:00,2024-03-10 13:09:22.960104,2024-03-10 13:33:04.992669,2024-03-10 19:56:23.468149,Fuel,37915.3,50995.2,1.13,1,None
SHP00335,TRK642,Mombasa,Malaba,Kampala,2024-04-01 18:00:00,2024-04-02 07:59:51.484131,2024-04-02 09:10:44.765858,2024-04-02 17:04:30.075867,Fuel,24957.14,24178.65,1.37,0,None
SHP00336,TRK882,Mombasa,Malaba,Kampala,2024-02-26 18:00:00,2024-02-27 07:04:44.509954,2024-02-27 17:56:44.588626,2024-02-28 01:08:07.014524,Food,24028.09,35899.87,1.19,0,None
SHP00337,TRK706,Mombasa,Malaba,Kampala,2024-03-22 23:00:00,2024-03-23 11:11:08.733774,2024-03-23 19:03:31.438311,2024-03-24 02:42:52.750370,Fuel,34069.06,35642.28,1.38,0,None
SHP00338,TRK676,Mombasa,Malaba,Kampala,2024-02-18 15:00:00,2024-02-19 02:15:09.891393,2024-02-19 22:12:38.865639,2024-02-20 02:54:46.883093,Fuel,21805.15,20994.79,1.21,1,Customs Inspection
SHP00339,TRK439,Mombasa,Malaba,Kampala,2024-06-06 06:00:00,2024-06-06 18:50:19.220927,2024-06-06 22:15:44.083158,2024-06-07 03:37:31.013395,Electronics,18781.71,26125.34,1.26,0,None
SHP00340,TRK251,Mombasa,Malaba,Kampala,2024-05-30 22:00:00,2024-05-31 11:30:12.041586,2024-05-31 13:52:52.754918,2024-05-31 20:58:43.632501,Textiles,7736.65,8165.44,1.14,1,None
SHP00341,TRK700,Mombasa,Malaba,Kampala,2024-01-26 10:00:00,2024-01-26 19:48:38.127320,2024-01-27 01:05:34.508545,2024-01-27 05:38:19.412577,Electronics,15985.28,17676.65,1.42,1,None
SHP00342,TRK764,Mombasa,Malaba,Kampala,2024-03-22 05:00:00,2024-03-22 17:14:35.151099,2024-03-22 20:36:42.894939,2024-03-23 02:51:35.368198,Construction Materials,30739.84,29395.47,1.39,0,None
SHP00343,TRK487,Mombasa,Malaba,Kampala,2024-03-19 23:00:00,2024-03-20 11:07:51.566295,2024-03-20 21:19:19.135871,2024-03-21 01:49:52.952323,Pharmaceuticals,2010.79,2596.75,1.39,0,None
SHP00344,TRK286,Mombasa,Malaba,Kampala,2024-06-03 10:00:00,2024-06-03 23:31:34.425475,2024-06-04 02:47:58.715250,2024-06-04 10:40:11.171523,Electronics,14594.7,12739.38,1.35,1,None
SHP00345,TRK863,Mombasa,Malaba,Kampala,2024-01-20 07:00:00,2024-01-20 17:04:51.098693,2024-01-20 21:06:24.409472,2024-01-21 02:23:05.478452,Pharmaceuticals,7311.92,6303.67,1.45,1,None
SHP00346,TRK557,Mombasa,Malaba,Kampala,2024-01-03 08:00:00,2024-01-03 17:15:29.180543,2024-01-03 19:20:40.739341,2024-01-04 02:07:02.474840,Food,13849.87,12127.28,1.1,1,None
SHP00347,TRK548,Mombasa,Malaba,Kampala,2024-04-17 05:00:00,2024-04-17 18:18:26.323148,2024-04-18 02:50:58.134364,2024-04-18 08:49:18.515070,Machinery,15727.09,16713.86,1.51,0,None
SHP00348,TRK266,Mombasa,Malaba,Kampala,2024-04-25 02:00:00,2024-04-25 14:47:42.602620,2024-04-25 17:00:23.515994,2024-04-25 21:08:24.660120,Fuel,26374.34,38669.09,1.14,0,None
SHP00349,TRK484,Mombasa,Malaba,Kampala,2024-02-11 23:00:00,2024-02-12 07:27:00.052295,2024-02-12 14:13:41.705595,2024-02-12 21:59:44.117262,Fuel,26759.01,39862.72,1.55,0,None
SHP00350,TRK541,Mombasa,Malaba,Kampala,2024-06-16 05:00:00,2024-06-16 16:38:38.060714,2024-06-17 09:00:14.509521,2024-06-17 14:44:26.995063,Fuel,22025.16,20789.23,1.19,1,Truck Breakdown
SHP00351,TRK388,Mombasa,Malaba,Kampala,2024-03-17 07:00:00,2024-03-17 15:34:31.783902,2024-03-17 16:21:57.747475,2024-03-17 21:56:15.539365,Construction Materials,31797.09,28856.27,1.28,1,None
SHP00352,TRK189,Mombasa,Malaba,Kampala,2024-03-16 21:00:00,2024-03-17 08:45:01.964600,2024-03-17 22:04:15.710759,2024-03-18 03:59:32.439682,Fuel,20514.71,18864.97,1.25,0,Traffic Congestion
SHP00353,TRK964,Mombasa,Malaba,Kampala,2024-01-30 09:00:00,2024-01-30 21:42:33.333978,2024-01-31 03:52:25.839802,2024-01-31 09:45:27.439924,Pharmaceuticals,3590.03,4485.05,1.29,1,None
SHP00354,TRK490,Mombasa,Malaba,Kampala,2024-04-04 05:00:00,2024-04-04 15:40:28.745849,2024-04-04 17:27:34.824198,2024-04-04 22:30:46.286118,Machinery,13794.82,19119.0,1.38,0,None
SHP00355,TRK870,Mombasa,Malaba,Kampala,2024-06-27 21:00:00,2024-06-28 05:34:48.776614,2024-06-28 11:00:57.527419,2024-06-28 17:41:18.760323,Textiles,7873.04,11648.11,1.39,0,None
SHP00356,TRK960,Mombasa,Malaba,Kampala,2024-04-09 16:00:00,2024-04-10 02:30:42.452819,2024-04-10 10:52:56.329772,2024-04-10 17:01:27.737304,Textiles,11427.25,13722.98,1.22,1,None
SHP00357,TRK180,Mombasa,Malaba,Kampala,2024-04-11 22:00:00,2024-04-12 06:12:30.135461,2024-04-12 08:43:45.177179,2024-04-12 15:00:50.744247,Construction Materials,31009.01,39513.99,1.41,0,None
SHP00358,TRK875,Mombasa,Malaba,Kampala,2024-04-24 05:00:00,2024-04-24 18:41:39.728033,2024-04-25 01:45:05.976280,2024-04-25 06:25:13.149219,Electronics,17126.91,15214.35,1.31,1,None
SHP00359,TRK306,Mombasa,Malaba,Kampala,2024-06-09 04:00:00,2024-06-09 17:00:16.735363,2024-06-10 07:03:40.754689,2024-06-10 12:05:34.318273,Pharmaceuticals,7485.04,6339.14,1.29,1,Weather Disruption
SHP00360,TRK433,Mombasa,Malaba,Kampala,2024-03-11 16:00:00,2024-03-12 02:44:56.195112,2024-03-12 06:01:07.882091,2024-03-12 13:30:45.796140,Textiles,9303.71,11269.61,1.49,0,None
SHP00361,TRK524,Mombasa,Malaba,Kampala,2024-02-08 04:00:00,2024-02-08 15:23:58.428824,2024-02-08 17:27:45.893511,2024-02-08 23:47:36.443562,Fuel,38498.56,45962.61,1.15,1,None
SHP00362,TRK988,Mombasa,Malaba,Kampala,2024-05-17 11:00:00,2024-05-18 00:16:02.500954,2024-05-18 04:47:45.030428,2024-05-18 09:51:08.597902,Pharmaceuticals,4913.51,6025.31,1.12,1,None
SHP00363,TRK512,Mombasa,Malaba,Kampala,2024-02-06 19:00:00,2024-02-07 06:39:06.953704,2024-02-07 11:52:15.144242,2024-02-07 18:38:43.866288,Fuel,27915.85,39508.47,1.45,0,None
SHP00364,TRK863,Mombasa,Malaba,Kampala,2024-05-01 08:00:00,2024-05-01 21:22:55.877422,2024-05-02 07:55:47.920430,2024-05-02 12:00:39.274026,Textiles,10142.87,10322.04,1.52,0,None
SHP00365,TRK989,Mombasa,Malaba,Kampala,2024-02-28 04:00:00,2024-02-28 13:48:10.377666,2024-02-28 18:12:55.971713,2024-02-29 01:11:25.592153,Textiles,10432.41,10313.42,1.31,0,None
SHP00366,TRK292,Mombasa,Malaba,Kampala,2024-04-23 06:00:00,2024-04-23 19:28:50.148597,2024-04-23 23:00:10.173441,2024-04-24 04:37:53.426637,Machinery,24708.85,34766.15,1.51,0,None
SHP00367,TRK167,Mombasa,Malaba,Kampala,2024-03-20 22:00:00,2024-03-21 09:02:26.777945,2024-03-21 11:03:21.722084,2024-03-21 15:35:55.079507,Textiles,7718.58,9247.4,1.19,0,None
SHP00368,TRK957,Mombasa,Malaba,Kampala,2024-01-15 07:00:00,2024-01-15 15:11:54.334561,2024-01-15 16:08:15.719781,2024-01-15 20:20:23.773437,Food,20569.51,20400.52,1.51,1,None
SHP00369,TRK750,Mombasa,Malaba,Kampala,2024-02-01 21:00:00,2024-02-02 05:11:00.164955,2024-02-02 06:39:59.905521,2024-02-02 12:09:23.426887,Construction Materials,23922.07,35222.0,1.34,1,None
SHP00370,TRK452,Mombasa,Malaba,Kampala,2024-02-11 08:00:00,2024-02-11 20:29:37.560505,2024-02-11 21:58:05.624227,2024-02-12 04:43:25.071969,Food,10411.76,8691.28,1.53,0,None
SHP00371,TRK977,Mombasa,Malaba,Kampala,2024-02-26 20:00:00,2024-02-27 05:21:02.420084,2024-02-27 09:24:40.180877,2024-02-27 14:14:17.107078,Pharmaceuticals,4457.04,3628.19,1.49,0,None
SHP00372,TRK585,Mombasa,Malaba,Kampala,2024-02-03 20:00:00,2024-02-04 05:02:21.134180,2024-02-04 06:11:04.889695,2024-02-04 13:23:17.342935,Electronics,8785.86,11980.05,1.25,1,None
SHP00373,TRK533,Mombasa,Malaba,Kampala,2024-04-06 11:00:00,2024-04-06 21:45:14.357208,2024-04-07 02:32:47.900963,2024-04-07 07:25:10.111342,Food,20157.94,27757.84,1.3,0,None
